team_name,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,confederation_CAF,confederation_CONMEBOL,confederation_UEFA,goal_efficiency,dominance_index,squad_value_per_star,form_vs_rank,value_density
Poland,-0.3204206064615354,0.11618987613075718,0.043901430637586634,0.33534061411703364,-0.5927903840112789,0.0008528875507596383,-0.6642735456222544,-0.6454237031615203,0.21367848136219245,-0.2590794983138751,-0.4136164218289634,-0.7380244779827042,0.5842826904080348,-1.0028439316720426,-0.9330108773432493,0.0026369909818874074,0.3471194255031679,-0.6975701972799255,-0.7246980451780197,-0.25929878350055285,-0.3200584241023784,0.09726558150509758,False,False,True,1.2184412733260155,534.49,64.0,0.3610910504971946,19200.0
Brazil,-1.0165331558022597,1.1643013553137007,0.9132366907878172,-0.7125988049986962,-0.5927903840112789,1.0365020563292842,1.5657053464123942,-0.9964900101355497,1.3472513267849648,2.0224142445014377,1.679793361234399,1.4300736606156668,1.3137242514667546,2.551623924725945,1.303829265461557,2.639627972869195,1.2062008396178652,0.49931196906705916,1.0316636803374457,-0.25929878350055285,-0.1363279854672587,0.7150427399707835,False,True,False,3.035479632063075,1059.84,234.8,1.0248718910136232,101198.8
Netherlands,-1.1557556656704044,0.7484160953045706,0.47856906071270194,-0.7125988049986962,0.13277924146152273,0.3968363932601953,0.710880104465779,-1.3241518966446437,0.21367848136219245,1.0693852126925099,1.2921248828893315,1.2558514887640109,0.5842826904080348,0.8750611994314693,0.9724455406015857,0.3542357885668618,0.7008588313151023,0.6659664479254991,1.197358182744565,-0.25929878350055285,0.34137115498405257,0.09726558150509758,False,False,True,2.9790660225442838,895.17,185.25,1.1998000333277787,63207.299999999996
Germany,-0.39003186139560786,0.036909648859227144,0.9132366907878172,-1.2365685145565612,0.13277924146152273,0.390744339326204,-0.12536198004721463,-0.22414413479268505,-0.3531079413491937,0.9827462098007888,1.0466015132707893,0.8493330877768175,0.5842826904080348,0.3020097367442121,0.4753699533116288,1.0574333837368104,1.155666638787589,0.8477713339528895,-0.09505893603096705,-0.25929878350055285,-0.3200584241023784,-0.3145858574720261,False,False,True,1.2832263978001832,897.0,148.25,0.47644256220222336,49337.6
Nigeria,0.3756919428791887,-1.218136660829068,-0.825433829512644,0.8593103236748986,0.13277924146152273,-0.7911141238681124,-0.9616040645602079,1.83544486612162,-0.3531079413491937,-1.7319425474731283,-0.6849843566705106,-1.5510612799570935,-1.604041992768125,-1.080283318521672,-1.3472405334182134,-1.5795575981504972,-1.3710434027262273,-1.0308791549968064,-1.437184405528632,-0.25929878350055285,0.5618476813461961,-0.795079202945338,True,False,False,0.48198883815322174,279.62,236.0,0.11071033177386522,16708.8
Austria,0.09724692314289907,-0.6242068226253994,-0.825433829512644,-0.1886290954408313,1.583918492407126,0.2506270988444041,-0.6271072307550106,0.5482017405501791,0.21367848136219245,-0.4612371717278905,-0.7366734871165196,-0.44765419156327957,-0.14515887065068514,-0.898300759425043,0.5582158845266216,0.8816339849443233,0.39765362633344403,-1.0308791549968064,-0.32703123940093254,-0.25929878350055285,-0.43029668728345016,-0.7264372964491506,False,False,True,0.7952146375791697,478.06,94.33333333333333,0.2749885421440773,21649.5
Peru,0.932581982351768,-1.1899182748510655,-1.2601014595877593,0.33534061411703364,1.583918492407126,-0.480419373234555,-1.4261830004007596,1.2035255135683673,-1.486680786771966,-1.5875442093202603,-0.15517076959891912,-1.3381230699161806,-0.874600431709405,-0.8711969740276727,-1.512932395848199,-1.5795575981504972,-0.8151671935931876,-0.7733222331246713,-1.1057954007143935,-0.25929878350055285,-0.3200584241023784,0.7150427399707835,False,True,False,0.411522633744856,313.56,145.0,0.11666342601594401,20851.0
Argentina,-1.4342006854066942,1.75688746085175,1.3479043208629324,-0.7125988049986962,-1.3183600094840806,0.9755815169893716,1.5657053464123942,-0.8560634873459382,1.3472513267849648,1.531459894781687,1.679793361234399,0.8299750686821875,2.0431658125254746,2.284458040094724,1.800904852751514,0.7058345861518361,0.8524614338059312,1.832547799934585,2.1915251971872802,-0.25929878350055285,-0.9079958277347617,0.3031913009936598,False,True,False,2.813641900121803,1120.0,184.16666666666666,3.7481259370314843,91825.5
Mexico,-0.5988656261978251,-0.7229711735484079,0.47856906071270194,-0.1886290954408313,-0.5927903840112789,-0.05397559785516232,-0.1811114523480805,-0.5049971803719088,0.7804649040735786,0.46291219245046455,-0.06471479131840337,0.2685925149379683,0.5842826904080348,-0.6311348747938217,-0.8501649461282564,-0.8763600029805485,0.195516823012339,0.45386074756021105,0.26946896926469577,3.856554922857429,-1.8266480209103604,0.8523265529631584,False,False,False,1.4109165808444903,757.62,88.0,0.4428255124633955,28230.4
Brazil,-1.0165331558022597,1.2717999685632333,0.9132366907878172,-1.2365685145565612,0.13277924146152273,1.5847869103885037,1.026793780837354,-0.8326590668810029,0.21367848136219245,1.3870615566288191,0.7106221653717308,1.3139255460478951,2.0431658125254746,2.1102194196830575,0.22683215966665032,2.288029175284221,0.7513930321453784,1.1962306988387197,1.0316636803374457,-0.25929878350055285,0.30462506725702876,0.3718332074898472,False,True,False,2.430806257521059,1016.5999999999999,176.66666666666666,0.9123859517560305,90736.0
Germany,-0.3204206064615354,0.7269163726546638,0.9132366907878172,-1.2365685145565612,0.13277924146152273,0.42120460899616063,0.6179643172976685,-0.5752104417667147,1.3472513267849648,0.8672275392784944,0.012818904350610128,1.3139255460478951,-0.14515887065068514,0.1819786871272866,0.22683215966665032,-0.5247612053955741,0.3471194255031679,1.4386372135419065,0.7168441257639182,-0.25929878350055285,0.08414854089488487,0.9896103659555332,False,False,True,1.9128586609989375,933.28,187.33333333333334,0.3610910504971946,48107.2
Japan,-0.11158684165931819,0.32312470663610726,-0.39076619943752866,0.33534061411703364,0.13277924146152273,-0.6449048294523209,-0.5899409158877664,0.19713543357615,0.21367848136219245,-0.7211541804030529,-0.1293262043759146,-0.19599994333311216,-1.604041992768125,-0.03872356539415707,-0.35308935883829945,0.530035187359349,0.14498262218206243,-0.1218547248598567,-0.32703123940093254,-0.25929878350055285,0.8925624708894118,-0.5891534834567758,False,False,False,0.9047993705743509,495.66999999999996,505.0,0.29046235893528877,39289.0
Brazil,-1.0165331558022597,1.8576674107731868,1.7825719509380478,-1.2365685145565612,-1.3183600094840806,1.2070795664810414,1.3241242997753075,-1.6986226240836084,1.3472513267849648,1.3293022213676722,1.4084254263928517,1.1977774314801264,1.3137242514667546,2.3812572736567605,1.5523670591065355,1.2332327825292977,1.8631454504114577,1.1810802916697716,1.495608287077379,-0.25929878350055285,0.010656365440836913,0.028623675008910172,False,True,False,4.72885032537961,1002.96,226.0,1.1873515810523685,96050.0
Spain,-1.086144410736332,1.0245531580893086,1.7825719509380478,-1.760538224114426,-0.5927903840112789,1.420301454170738,1.2126253551735748,-0.7156369645563263,1.3472513267849648,1.2715428861065252,0.5167879261991971,0.8493330877768175,0.5842826904080348,0.8711892300889879,0.8895996093865929,1.584831580114272,1.2062008396178652,0.8174705196149907,1.0482331305781567,-0.25929878350055285,0.047402453167861056,0.4404751139860346,False,False,True,2.406356413166856,951.1800000000001,185.0,1.1712612483930867,61568.0
Sweden,-0.3204206064615354,-0.08940122170897497,-0.825433829512644,-0.1886290954408313,1.583918492407126,-0.2184610540729282,-0.5527746010205222,-0.3177618166524263,-0.9198943640605799,-0.7500338480336264,-0.40069413921746116,-1.3768391081054379,-0.14515887065068514,-0.9796121156171538,0.06114029723666467,-0.7005606041880613,-0.6635645911023587,-1.0157287478278572,0.3191773199868311,-0.25929878350055285,-0.24656624864833046,-0.04001823148727724,False,False,True,1.1132254995242625,433.92,87.33333333333333,0.24998611188267317,18785.4
Morocco,0.5149144527473336,-0.3171639085314214,-0.825433829512644,0.8593103236748986,0.13277924146152273,0.10441780442861223,-0.06961250774634838,0.6418194224099204,-0.3531079413491937,-0.8944321861864943,-0.025947943483896622,0.3460245913164799,-0.14515887065068514,-0.3600970208201189,-1.015856808558242,-1.2279588005655229,0.2965852246728918,0.3175070830396688,0.3357467702275444,-0.25929878350055285,0.9293085586164356,-1.9619916133805229,True,False,False,0.9787816563997263,491.4,140.66666666666666,0.21332622245925137,34013.2
Germany,-0.39003186139560786,0.061096836840371385,0.9132366907878172,-0.1886290954408313,-1.3183600094840806,0.8598324922435363,0.4507159003950697,-0.41137949851216754,0.21367848136219245,1.1271445479536573,0.19373086091164163,0.19116043855945397,-0.14515887065068514,0.28652185937428626,0.6410618157416145,1.2332327825292977,-0.10768838196931922,0.46901115472916044,0.7168441257639182,-0.25929878350055285,-0.1363279854672587,0.165907488001285,False,False,True,1.6913946587537094,885.5000000000001,196.33333333333334,0.3293923886830186,47002.2
Australia,0.7933594724836233,0.31506231064239204,-0.825433829512644,0.8593103236748986,0.13277924146152273,0.0983257504946209,0.09763590915625042,-0.5049971803719088,-0.3531079413491937,0.37627318955874356,-0.14224848698741688,0.19116043855945397,-0.14515887065068514,-0.6814704762460807,0.4753699533116288,-1.2279588005655229,-0.8151671935931876,0.5447631905739062,-0.4430173910859165,-0.25929878350055285,2.4358981554244172,-0.3832277639682135,False,False,False,1.565396498455201,749.25,113.0,0.12352577865356902,27052.2
Qatar,0.6541369626154784,-1.3390726007347922,-1.6947690896628744,1.9072497427906285,0.13277924146152273,-1.6257255128249237,-0.3855261841179235,1.8588492865865553,-0.3531079413491937,-1.6453035445814075,-1.0726528350155782,-1.6284933563356052,-0.14515887065068514,-1.18095452142619,-1.6786242582781847,-0.5247612053955741,-0.9667697960840167,-0.7278710116178232,-0.7081285949373063,-0.25929878350055285,2.1786755413352497,0.028623675008910172,False,False,False,0.6360424028268552,306.15000000000003,70.0,0.12187119152526484,14784.000000000002
Brazil,-1.4342006854066942,0.9405698664881111,0.47856906071270194,-1.2365685145565612,0.8583488669343243,1.4994981553126252,2.216115856589167,-0.5986148622316497,0.21367848136219245,2.166812582654306,2.2742183613635025,1.8365920616028601,1.3137242514667546,2.086987603628169,1.7180589215365212,1.584831580114272,1.4588718437692467,1.3022835490213645,0.8162608272081887,-0.25929878350055285,-0.39355059955642635,-0.3145858574720261,False,True,False,2.857142857142857,1191.85,210.8,4.3478260869565215,93068.2
